,Order Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit_Range
590,15-04-20,First Class,BP-11095,Corporate,United States,Miami,Florida,South,Office Supplies,Binders,15.57,3,0.7,11.937,Low_Profit
591,16-04-20,Standard Class,PL-18925,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,16.52,5,0.2,2.065,Low_Profit
592,16-04-20,Standard Class,RF-19840,Consumer,United States,Columbus,Ohio,East,Office Supplies,Binders,13.71,5,0.7,10.054,Low_Profit
593,16-04-20,Standard Class,JE-15745,Consumer,United States,San Jose,California,West,Office Supplies,Storage,205.92,4,0.0,2.0592,Low_Profit
594,16-04-20,Standard Class,JE-15745,Consumer,United States,San Jose,California,West,Furniture,Bookcases,102.833,1,0.15,6.049,Low_Profit
596,16-04-20,First Class,EB-13750,Corporate,United States,Hoover,Alabama,South,Technology,Accessories,25.98,2,0.0,1.5588,Low_Profit
597,16-04-20,Standard Class,ND-18370,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,26.046,3,0.8,44.2782,Medium_profit
598,16-04-20,Standard Class,ND-18370,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,2.896,1,0.8,4.7784,Low_Profit
599,16-04-20,Standard Class,ND-18370,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,32.544,2,0.2,7.7292,Low_Profit
600,16-04-20,Standard Class,JO-15550,Home Office,United States,San Francisco,California,West,Office Supplies,Appliances,40.74,3,0.0,12.222,Low_Profit
601,17-04-20,Standard Class,SR-20425,Home Office,United States,Louisville,Colorado,West,Office Supplies,Binders,12.03,5,0.7,9.223,Low_Profit
603,17-04-20,Standard Class,SR-20425,Home Office,United States,Louisville,Colorado,West,Office Supplies,Binders,21.594,2,0.7,15.8356,Low_Profit
604,17-04-20,Standard Class,SR-20425,Home Office,United States,Louisville,Colorado,West,Office Supplies,Binders,8.964,6,0.7,6.5736,Low_Profit
605,17-04-20,Standard Class,SR-20425,Home Office,United States,Louisville,Colorado,West,Office Supplies,Paper,20.736,4,0.2,7.2576,Low_Profit
606,17-04-20,First Class,BG-11740,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,60.312,3,0.2,5.2773,Low_Profit
607,17-04-20,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,28.14,3,0.0,13.5072,Low_Profit
608,17-04-20,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,West,Office Supplies,Labels,7.38,2,0.0,3.4686,Low_Profit
609,17-04-20,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,West,Office Supplies,Fasteners,10.9,5,0.0,3.597,Low_Profit
610,17-04-20,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,West,Technology,Accessories,274.89,11,0.0,46.7313,Medium_profit
611,17-04-20,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,West,Office Supplies,Labels,23.04,8,0.0,11.2896,Low_Profit
612,17-04-20,Standard Class,PS-18760,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,218.352,3,0.2,19.1058,Low_Profit
613,17-04-20,Standard Class,BM-11575,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Storage,195.136,4,0.2,43.9056,Medium_profit
614,20-04-20,Standard Class,SJ-20125,Home Office,United States,Chicago,Illinois,Central,Furniture,Furnishings,44.4,2,0.6,52.17,Medium_profit
615,20-04-20,First Class,CV-12805,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,51.968,2,0.2,10.3936,Low_Profit
616,20-04-20,First Class,CV-12805,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,51.336,3,0.2,5.7753,Low_Profit
618,20-04-20,First Class,CV-12805,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,42.408,3,0.2,9.5418,Low_Profit
620,20-04-20,Standard Class,SJ-20215,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,15.76,2,0.2,3.546,Low_Profit
621,20-04-20,Standard Class,SJ-20215,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,14.56,5,0.6,6.188,Low_Profit
622,20-04-20,Standard Class,CV-12295,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,146.86,7,0.0,70.4928,Medium_profit
623,20-04-20,Standard Class,CV-12295,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,36.56,4,0.0,18.28,Low_Profit
625,20-04-20,First Class,BE-11455,Home Office,United States,Cleveland,Ohio,East,Office Supplies,Binders,8.7,5,0.7,6.38,Low_Profit
626,20-04-20,First Class,BE-11455,Home Office,United States,Cleveland,Ohio,East,Technology,Phones,122.382,3,0.4,24.4764,Low_Profit
627,21-04-20,Second Class,SJ-20500,Consumer,United States,Houston,Texas,Central,Office Supplies,Appliances,97.264,4,0.8,243.16,High_profit
628,21-04-20,Standard Class,RP-19390,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,2.694,3,0.8,4.7145,Low_Profit
629,21-04-20,Standard Class,RP-19390,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,2.934,3,0.8,4.9878,Low_Profit
630,21-04-20,First Class,JW-15955,Consumer,United States,Seattle,Washington,West,Technology,Accessories,11.54,1,0.0,3.462,Low_Profit
631,21-04-20,First Class,JW-15955,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,162.6,3,0.0,34.146,Medium_profit
633,21-04-20,First Class,KN-16390,Corporate,United States,Houston,Texas,Central,Technology,Accessories,47.976,3,0.2,8.3958,Low_Profit
634,21-04-20,First Class,KN-16390,Corporate,United States,Houston,Texas,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,Low_Profit
635,22-04-20,First Class,GM-14440,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,18.28,2,0.0,6.2152,Low_Profit
636,22-04-20,Standard Class,MO-17800,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,254.352,3,0.2,0.0,Low_Profit
638,23-04-20,Standard Class,SK-19990,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,121.94,2,0.0,35.3626,Medium_profit
639,23-04-20,Standard Class,SK-19990,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,122.71,7,0.0,36.813,Medium_profit
640,23-04-20,Second Class,SC-20305,Consumer,United States,Lawrence,Indiana,Central,Technology,Accessories,155.34,6,0.0,55.9224,Medium_profit
641,23-04-20,First Class,TD-20995,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,54.9,5,0.0,15.372,Low_Profit
642,23-04-20,First Class,GG-14650,Corporate,United States,Columbus,Ohio,East,Office Supplies,Binders,11.76,5,0.7,7.84,Low_Profit
643,23-04-20,First Class,GG-14650,Corporate,United States,Columbus,Ohio,East,Office Supplies,Paper,5.344,1,0.2,1.8704,Low_Profit
644,23-04-20,Second Class,JF-15355,Consumer,United States,Pasadena,California,West,Furniture,Furnishings,66.36,7,0.0,26.544,Low_Profit
645,23-04-20,Second Class,JF-15355,Consumer,United States,Pasadena,California,West,Office Supplies,Binders,92.88,6,0.2,30.186,Medium_profit
646,23-04-20,Second Class,JF-15355,Consumer,United States,Pasadena,California,West,Furniture,Furnishings,24.14,2,0.0,7.9662,Low_Profit
648,23-04-20,Standard Class,PN-18775,Home Office,United States,Clarksville,Tennessee,South,Technology,Accessories,45.408,2,0.2,11.9196,Low_Profit
649,23-04-20,Standard Class,PN-18775,Home Office,United States,Clarksville,Tennessee,South,Furniture,Furnishings,77.952,3,0.2,11.6928,Low_Profit
650,23-04-20,Standard Class,PN-18775,Home Office,United States,Clarksville,Tennessee,South,Office Supplies,Labels,3.0,1,0.2,1.05,Low_Profit
651,23-04-20,First Class,SO-20335,Consumer,United States,Greeley,Colorado,West,Office Supplies,Envelopes,18.688,2,0.2,7.008,Low_Profit
652,23-04-20,First Class,SO-20335,Consumer,United States,Greeley,Colorado,West,Furniture,Furnishings,11.664,3,0.2,3.3534,Low_Profit
653,24-04-20,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,99.28,2,0.2,12.41,Low_Profit
654,24-04-20,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,1.188,2,0.7,0.99,Low_Profit
655,24-04-20,First Class,DK-12835,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,7.518,2,0.7,5.7638,Low_Profit
656,24-04-20,Standard Class,CP-12340,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Storage,113.568,2,0.2,21.294,Low_Profit
657,24-04-20,Standard Class,MG-17890,Home Office,United States,Santa Barbara,California,West,Office Supplies,Fasteners,1.81,1,0.0,0.6516,Low_Profit
659,24-04-20,First Class,LS-16945,Corporate,United States,Providence,Rhode Island,East,Technology,Accessories,69.98,2,0.0,4.8986,Low_Profit
660,24-04-20,Standard Class,AF-10870,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,10.43,5,0.8,18.2525,Low_Profit
661,24-04-20,Standard Class,AF-10870,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Storage,72.784,1,0.2,18.196,Low_Profit
662,25-04-20,Second Class,MB-18085,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,13.904,2,0.2,4.5188,Low_Profit
663,25-04-20,First Class,PN-18775,Home Office,United States,Nashville,Tennessee,South,Office Supplies,Art,42.048,9,0.2,5.256,Low_Profit
664,25-04-20,First Class,PN-18775,Home Office,United States,Nashville,Tennessee,South,Office Supplies,Art,67.92,5,0.2,6.792,Low_Profit
665,25-04-20,Standard Class,LH-16750,Consumer,United States,Chandler,Arizona,West,Office Supplies,Art,8.896,4,0.2,0.6672,Low_Profit
666,25-04-20,Standard Class,LL-16840,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,19.05,3,0.0,8.763,Low_Profit
667,25-04-20,Standard Class,LL-16840,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,73.344,3,0.2,27.504,Low_Profit
668,25-04-20,Second Class,SG-20605,Consumer,United States,San Francisco,California,West,Technology,Accessories,107.97,3,0.0,22.6737,Low_Profit
670,26-04-20,First Class,LB-16735,Consumer,United States,Fort Worth,Texas,Central,Furniture,Furnishings,1.988,1,0.6,1.4413,Low_Profit
671,26-04-20,Standard Class,PO-19180,Home Office,United States,Seattle,Washington,West,Office Supplies,Paper,20.34,3,0.0,9.3564,Low_Profit
672,26-04-20,Standard Class,PO-19180,Home Office,United States,Seattle,Washington,West,Office Supplies,Labels,39.28,8,0.0,19.2472,Low_Profit
673,27-04-20,Standard Class,CV-12805,Corporate,United States,Fort Worth,Texas,Central,Office Supplies,Labels,33.12,4,0.2,11.592,Low_Profit
674,27-04-20,Standard Class,CV-12805,Corporate,United States,Fort Worth,Texas,Central,Furniture,Bookcases,220.2656,4,0.32,42.1096,Medium_profit
675,27-04-20,First Class,AP-10915,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,123.92,4,0.0,33.4584,Medium_profit
676,27-04-20,First Class,AP-10915,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,12.39,3,0.0,5.6994,Low_Profit
677,27-04-20,First Class,AP-10915,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,47.3,2,0.0,12.298,Low_Profit
678,27-04-20,Standard Class,HM-14980,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,139.58,7,0.0,39.0824,Medium_profit
679,28-04-20,Standard Class,MC-17605,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,8.384,1,0.2,0.7336,Low_Profit
680,28-04-20,Standard Class,MC-17605,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,6.848,2,0.2,0.7704,Low_Profit
681,28-04-20,Standard Class,JL-15130,Consumer,United States,Wilmington,North Carolina,South,Office Supplies,Appliances,28.08,3,0.2,5.265,Low_Profit
684,29-04-20,Standard Class,KT-16480,Consumer,United States,Orange,New Jersey,East,Office Supplies,Labels,4.91,1,0.0,2.4059,Low_Profit
685,30-04-20,Second Class,DL-13495,Corporate,United States,New York City,New York,East,Office Supplies,Envelopes,62.96,4,0.0,28.332,Low_Profit
687,30-04-20,Standard Class,QJ-19255,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,13.896,3,0.7,9.264,Low_Profit
688,30-04-20,Standard Class,AS-10630,Home Office,United States,Boynton Beach,Florida,South,Office Supplies,Labels,4.608,2,0.2,1.6704,Low_Profit
689,30-04-20,Standard Class,AS-10630,Home Office,United States,Boynton Beach,Florida,South,Office Supplies,Art,15.528,3,0.2,4.8525,Low_Profit
690,30-04-20,Standard Class,AS-10630,Home Office,United States,Boynton Beach,Florida,South,Office Supplies,Labels,11.952,3,0.2,3.8844,Low_Profit
691,30-04-20,Standard Class,SS-20140,Corporate,United States,Pompano Beach,Florida,South,Furniture,Furnishings,23.68,8,0.2,6.216,Low_Profit
692,30-04-20,Standard Class,SS-20140,Corporate,United States,Pompano Beach,Florida,South,Technology,Accessories,2.376,3,0.2,0.7425,Low_Profit
693,30-04-20,Standard Class,JF-15490,Consumer,United States,Columbus,Ohio,East,Office Supplies,Paper,10.368,2,0.2,3.6288,Low_Profit
694,30-04-20,First Class,NM-18520,Consumer,United States,Manchester,Connecticut,East,Office Supplies,Labels,5.76,2,0.0,2.8224,Low_Profit
695,30-04-20,Standard Class,TC-21475,Home Office,United States,Danville,Illinois,Central,Office Supplies,Binders,43.372,7,0.8,69.3952,Medium_profit
696,30-04-20,Standard Class,AD-10180,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,163.96,4,0.0,80.3404,Medium_profit
697,30-04-20,Standard Class,DJ-13510,Corporate,United States,San Francisco,California,West,Furniture,Furnishings,64.96,2,0.0,21.4368,Low_Profit
698,30-04-20,Standard Class,DJ-13510,Corporate,United States,San Francisco,California,West,Office Supplies,Envelopes,30.56,4,0.0,14.9744,Low_Profit
699,30-04-20,Standard Class,EA-14035,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,9.78,2,0.0,4.0098,Low_Profit
700,30-04-20,Standard Class,NZ-18565,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,23.24,5,0.2,7.553,Low_Profit
701,30-04-20,Standard Class,MH-18115,Home Office,United States,Sanford,Florida,South,Office Supplies,Binders,4.842,3,0.7,3.5508,Low_Profit
702,30-04-20,Standard Class,MH-18115,Home Office,United States,Sanford,Florida,South,Furniture,Furnishings,220.704,6,0.2,8.2764,Low_Profit
703,01-05-20,Standard Class,SJ-20125,Home Office,United States,Texarkana,Arkansas,South,Technology,Accessories,48.9,5,0.0,18.093,Low_Profit
704,01-05-20,Standard Class,CJ-12010,Consumer,United States,Jacksonville,Florida,South,Office Supplies,Supplies,3.328,2,0.2,0.416,Low_Profit
708,01-05-20,First Class,AG-10900,Consumer,United States,Coral Springs,Florida,South,Office Supplies,Labels,4.608,2,0.2,1.4976,Low_Profit
709,02-05-20,Standard Class,DW-13585,Corporate,United States,Westfield,New Jersey,East,Furniture,Furnishings,129.93,3,0.0,12.993,Low_Profit
710,02-05-20,Second Class,EM-13825,Corporate,United States,Los Angeles,California,West,Technology,Accessories,159.56,4,0.0,59.0372,Medium_profit
711,02-05-20,Standard Class,DD-13570,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,15.7,5,0.0,7.065,Low_Profit
712,02-05-20,Standard Class,DD-13570,Consumer,United States,Los Angeles,California,West,Office Supplies,Art,59.52,3,0.0,15.4752,Low_Profit
713,02-05-20,Standard Class,DD-13570,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,34.4,5,0.0,15.824,Low_Profit
714,03-05-20,Second Class,DB-12970,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,69.52,2,0.0,19.4656,Low_Profit
716,03-05-20,Standard Class,MK-18160,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,25.92,4,0.0,12.4416,Low_Profit
717,03-05-20,Standard Class,MK-18160,Consumer,United States,San Francisco,California,West,Office Supplies,Art,22.96,7,0.0,6.6584,Low_Profit
718,03-05-20,Standard Class,BO-11350,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,32.448,2,0.2,7.3008,Low_Profit
719,03-05-20,Standard Class,BO-11350,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,26.388,4,0.7,17.592,Low_Profit
721,03-05-20,Standard Class,BO-11350,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,64.2,5,0.7,44.94,Medium_profit
722,03-05-20,Standard Class,BO-11350,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,8.0,2,0.2,2.8,Low_Profit
723,04-05-20,Standard Class,LW-16990,Corporate,United States,San Francisco,California,West,Technology,Phones,183.96,5,0.2,20.6955,Low_Profit
724,04-05-20,Standard Class,LW-16990,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,17.61,3,0.0,8.4528,Low_Profit
726,04-05-20,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,South,Office Supplies,Paper,9.11,1,0.0,4.0995,Low_Profit
728,04-05-20,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,South,Office Supplies,Paper,32.4,5,0.0,15.552,Low_Profit
729,04-05-20,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,South,Office Supplies,Storage,16.91,1,0.0,4.5657,Low_Profit
730,04-05-20,Standard Class,SH-20395,Consumer,United States,Springfield,Ohio,East,Office Supplies,Binders,2.313,1,0.7,1.9275,Low_Profit
731,04-05-20,Standard Class,MY-18295,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.202,2,0.7,1.5414,Low_Profit
732,04-05-20,Standard Class,MY-18295,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,9.396,3,0.7,7.5168,Low_Profit
733,04-05-20,Second Class,CC-12220,Consumer,United States,Westminster,California,West,Office Supplies,Appliances,243.16,2,0.0,72.948,Medium_profit
734,05-05-20,Standard Class,DK-12985,Consumer,United States,San Francisco,California,West,Office Supplies,Envelopes,23.16,2,0.0,11.58,Low_Profit
735,05-05-20,First Class,LH-17020,Consumer,United States,Louisville,Colorado,West,Office Supplies,Envelopes,21.24,9,0.2,7.434,Low_Profit
736,05-05-20,First Class,LH-17020,Consumer,United States,Louisville,Colorado,West,Office Supplies,Binders,9.552,8,0.7,7.3232,Low_Profit
737,05-05-20,First Class,LH-17020,Consumer,United States,Louisville,Colorado,West,Furniture,Bookcases,89.991,3,0.7,152.9847,Medium_profit
738,05-05-20,Standard Class,YS-21880,Corporate,United States,Columbus,Georgia,South,Office Supplies,Binders,34.5,3,0.0,15.525,Low_Profit
739,05-05-20,Same Day,AI-10855,Consumer,United States,New York City,New York,East,Office Supplies,Paper,6.68,1,0.0,3.2064,Low_Profit
740,06-05-20,Standard Class,ML-17755,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,6.408,3,0.2,0.6408,Low_Profit
742,06-05-20,First Class,TC-21295,Consumer,United States,New York City,New York,East,Office Supplies,Labels,59.2,4,0.0,29.6,Low_Profit
743,06-05-20,First Class,GZ-14470,Consumer,United States,Arlington,Virginia,South,Office Supplies,Art,54.66,6,0.0,18.0378,Low_Profit
744,06-05-20,Standard Class,DB-13555,Corporate,United States,Fort Worth,Texas,Central,Office Supplies,Binders,11.06,10,0.8,18.802,Low_Profit
747,06-05-20,Same Day,MB-18085,Consumer,United States,Charlotte,North Carolina,South,Office Supplies,Binders,68.541,11,0.7,52.5481,Medium_profit
749,06-05-20,Same Day,MB-18085,Consumer,United States,Charlotte,North Carolina,South,Office Supplies,Labels,122.12,5,0.2,39.689,Medium_profit
750,06-05-20,Second Class,TS-21655,Consumer,United States,Rancho Cucamonga,California,West,Office Supplies,Appliances,152.94,3,0.0,41.2938,Medium_profit
751,06-05-20,Standard Class,DB-13615,Consumer,United States,Tucson,Arizona,West,Office Supplies,Paper,84.416,4,0.2,27.4352,Low_Profit
752,06-05-20,Standard Class,JF-15490,Consumer,United States,Chicago,Illinois,Central,Technology,Accessories,191.968,4,0.2,28.7952,Low_Profit
754,07-05-20,Standard Class,RW-19540,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,26.64,1,0.0,7.4592,Low_Profit
756,07-05-20,Standard Class,RW-19540,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Appliances,87.444,2,0.1,18.4604,Low_Profit
757,07-05-20,Standard Class,AB-10060,Home Office,United States,Los Angeles,California,West,Technology,Accessories,79.99,1,0.0,28.7964,Low_Profit
759,08-05-20,Standard Class,MD-17350,Consumer,United States,Columbus,Ohio,East,Furniture,Chairs,47.992,2,0.3,2.0568,Low_Profit
761,08-05-20,Standard Class,DJ-13510,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,128.058,3,0.3,23.7822,Low_Profit
762,08-05-20,Second Class,MM-18055,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,81.08,4,0.0,22.7024,Low_Profit
763,08-05-20,Second Class,EB-13705,Corporate,United States,Mansfield,Texas,Central,Office Supplies,Paper,41.472,8,0.2,14.5152,Low_Profit
764,09-05-20,First Class,MC-17605,Corporate,United States,Jacksonville,North Carolina,South,Office Supplies,Envelopes,65.232,3,0.2,22.0158,Low_Profit
765,09-05-20,First Class,MC-17605,Corporate,United States,Jacksonville,North Carolina,South,Furniture,Chairs,207.0,3,0.2,25.875,Low_Profit
766,09-05-20,First Class,LB-16795,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,147.92,5,0.2,46.225,Medium_profit
767,09-05-20,First Class,LB-16795,Home Office,United States,Seattle,Washington,West,Office Supplies,Storage,104.28,3,0.0,26.07,Low_Profit
768,09-05-20,First Class,LB-16795,Home Office,United States,Seattle,Washington,West,Furniture,Tables,286.85,1,0.0,63.107,Medium_profit
769,09-05-20,First Class,LB-16795,Home Office,United States,Seattle,Washington,West,Office Supplies,Storage,66.96,4,0.0,2.6784,Low_Profit
770,09-05-20,First Class,LB-16795,Home Office,United States,Seattle,Washington,West,Technology,Accessories,199.98,2,0.0,87.9912,Medium_profit
771,11-05-20,Same Day,LP-17080,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,37.44,6,0.0,16.848,Low_Profit
772,11-05-20,Same Day,LP-17080,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,37.59,3,0.0,17.6673,Low_Profit
773,11-05-20,Same Day,LP-17080,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,26.032,2,0.2,9.4366,Low_Profit
774,11-05-20,Standard Class,JK-16120,Home Office,United States,Austin,Texas,Central,Office Supplies,Art,5.248,2,0.2,0.5904,Low_Profit
775,11-05-20,Standard Class,JK-16120,Home Office,United States,Austin,Texas,Central,Office Supplies,Storage,74.416,2,0.2,14.8832,Low_Profit
776,11-05-20,Standard Class,JK-16120,Home Office,United States,Austin,Texas,Central,Office Supplies,Paper,6.848,2,0.2,2.14,Low_Profit
777,11-05-20,Standard Class,JK-16120,Home Office,United States,Austin,Texas,Central,Furniture,Furnishings,7.996,1,0.6,6.9965,Low_Profit
779,11-05-20,Second Class,ZC-21910,Consumer,United States,New York City,New York,East,Office Supplies,Art,43.92,3,0.0,12.7368,Low_Profit
780,12-05-20,Second Class,AC-10420,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,127.92,5,0.2,15.99,Low_Profit
781,12-05-20,Second Class,AC-10420,Corporate,United States,Houston,Texas,Central,Office Supplies,Binders,34.24,4,0.8,53.072,Medium_profit
782,12-05-20,Standard Class,CK-12205,Consumer,United States,Everett,Massachusetts,East,Office Supplies,Paper,87.6,5,0.0,42.048,Medium_profit
783,12-05-20,Standard Class,JP-16135,Home Office,United States,Springfield,Ohio,East,Office Supplies,Art,10.272,3,0.2,1.1556,Low_Profit
784,12-05-20,Standard Class,CS-12175,Corporate,United States,San Francisco,California,West,Office Supplies,Supplies,238.62,2,0.0,4.7724,Low_Profit
785,12-05-20,Standard Class,CS-12175,Corporate,United States,San Francisco,California,West,Office Supplies,Appliances,7.77,1,0.0,2.0979,Low_Profit
786,12-05-20,Standard Class,CS-12175,Corporate,United States,San Francisco,California,West,Furniture,Tables,285.48,5,0.2,10.7055,Low_Profit
787,12-05-20,Standard Class,CS-12175,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,19.168,4,0.2,6.4692,Low_Profit
788,12-05-20,Standard Class,JH-15910,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Labels,5.904,2,0.2,1.9926,Low_Profit
789,12-05-20,Second Class,CA-12775,Consumer,United States,Vineland,New Jersey,East,Furniture,Furnishings,42.85,5,0.0,15.426,Low_Profit
790,12-05-20,Second Class,CA-12775,Consumer,United States,Vineland,New Jersey,East,Office Supplies,Labels,6.16,2,0.0,2.9568,Low_Profit
791,12-05-20,Second Class,CA-12775,Consumer,United States,Vineland,New Jersey,East,Office Supplies,Supplies,17.0,2,0.0,4.42,Low_Profit
792,12-05-20,Second Class,CA-12775,Consumer,United States,Vineland,New Jersey,East,Technology,Accessories,87.4,5,0.0,34.96,Medium_profit
793,13-05-20,Standard Class,RB-19795,Home Office,United States,San Francisco,California,West,Office Supplies,Labels,58.48,8,0.0,27.4856,Low_Profit
794,13-05-20,Standard Class,BM-11650,Corporate,United States,Columbus,Indiana,Central,Office Supplies,Envelopes,180.96,2,0.0,81.432,Medium_profit
798,13-05-20,Standard Class,BM-11650,Corporate,United States,Columbus,Indiana,Central,Office Supplies,Paper,14.94,3,0.0,7.3206,Low_Profit
799,13-05-20,Second Class,CW-11905,Home Office,United States,Newark,Delaware,East,Office Supplies,Binders,299.52,9,0.0,149.76,Medium_profit
800,13-05-20,Standard Class,FH-14275,Corporate,United States,Franklin,Tennessee,South,Office Supplies,Appliances,20.768,2,0.2,2.3364,Low_Profit
802,14-05-20,Same Day,PJ-19015,Consumer,United States,Santa Ana,California,West,Furniture,Furnishings,18.28,2,0.0,6.2152,Low_Profit
804,14-05-20,Standard Class,EJ-14155,Consumer,United States,Gulfport,Mississippi,South,Office Supplies,Envelopes,48.69,9,0.0,23.8581,Low_Profit
806,14-05-20,Standard Class,AH-10465,Consumer,United States,New York City,New York,East,Office Supplies,Storage,22.58,2,0.0,5.8708,Low_Profit
808,14-05-20,Standard Class,KB-16585,Corporate,United States,Seattle,Washington,West,Office Supplies,Supplies,64.4,5,0.0,1.932,Low_Profit
810,14-05-20,First Class,GT-14710,Consumer,United States,Houston,Texas,Central,Office Supplies,Art,46.2,5,0.2,5.775,Low_Profit
811,14-05-20,First Class,GT-14710,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,47.952,3,0.2,16.1838,Low_Profit
812,14-05-20,First Class,GT-14710,Consumer,United States,Houston,Texas,Central,Technology,Phones,7.992,1,0.2,0.6993,Low_Profit
813,14-05-20,First Class,GT-14710,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,76.864,2,0.2,26.9024,Low_Profit
814,14-05-20,First Class,AJ-10780,Corporate,United States,Baltimore,Maryland,East,Office Supplies,Art,3.76,2,0.0,1.0904,Low_Profit
815,14-05-20,First Class,AJ-10780,Corporate,United States,Baltimore,Maryland,East,Office Supplies,Art,14.7,5,0.0,6.615,Low_Profit
816,14-05-20,First Class,AJ-10780,Corporate,United States,Baltimore,Maryland,East,Office Supplies,Art,37.2,5,0.0,9.3,Low_Profit
817,14-05-20,First Class,AJ-10780,Corporate,United States,Baltimore,Maryland,East,Technology,Accessories,89.97,3,0.0,18.8937,Low_Profit
818,14-05-20,First Class,AJ-10780,Corporate,United States,Baltimore,Maryland,East,Furniture,Chairs,261.96,2,0.0,23.5764,Low_Profit
819,14-05-20,First Class,AJ-10780,Corporate,United States,Baltimore,Maryland,East,Office Supplies,Labels,74.0,5,0.0,37.0,Medium_profit
